_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
210935,150,492,Java: A Beginner's Guide,Herbert Schildt,"McGraw-Hill Companies, The",9780072231892,2005.0,3,648.0,Java: A Beginner's Tutorial,Budi Kurniawan,Brainy Software,9780980839609.0,2010.0,8.0,0.0
211706,150,2170,Java: A Beginner's Guide,Herbert Schildt,"McGraw-Hill Companies, The",9780072231892,2005.0,3,648.0,Databases A Beginner's Guide,Andy Oppel,McGraw-Hill Osborne Media,9780071608466.0,2009.0,3.0,496.0
212550,151,72,"Java Network Programming, Second Edition",Elliotte Rusty Harold,"O'Reilly Media, Incorporated",9781565928701,2000.0,8,760.0,"Java Network Programming, 2nd Edition","Merlin Hughes,Conrad Hughes,Maria Winslow,Michael Shoffner,Derek Hamner",Manning Publications,9781884777493.0,1999.0,5.0,830.0
212586,151,202,"Java Network Programming, Second Edition",Elliotte Rusty Harold,"O'Reilly Media, Incorporated",9781565928701,2000.0,8,760.0,Java Network Programming,Elliotte Rusty Harold,O'Reilly Media,9781565922273.0,1997.0,1.0,442.0
217490,155,712,Java 2 by Example,"Jeff Friesen,Jeff Friesen",Que,9780789725936,2001.0,12,829.0,Java Programming by Example,"Rajiv Sharma,Vivek Sharma",Cambridge University Press,9780521644426.0,1998.0,11.0,446.0
217619,155,981,Java 2 by Example,"Jeff Friesen,Jeff Friesen",Que,9780789725936,2001.0,12,829.0,Java 2 by Example,Geoff Friesen,Que,9780789722669.0,1999.0,12.0,544.0
219752,158,544,"Java, the Garden of the East",Scidmore Eliza Ruhamah 1856-1928,HardPress Publishing,9781290995092,2013.0,1,374.0,"Java, the Garden of the East",Eliza Ruhamah Scidmore,Trotamundas Press,9781906393021.0,2007.0,1.0,360.0
222163,160,157,Java Precisely / Edition 2,Peter Sestoft,MIT Press,9780262693257,2005.0,6,168.0,"Java Precisely, 2nd Edition",Peter Sestoft,The MIT Press,9780262693257.0,2005.0,6.0,168.0
225390,162,338,Data Structures and the Java Collections Framework,William Collins,McGraw-Hill Higher Education,9780072823790,2004.0,4,784.0,Data Structures and the Java Collections Framework,William J.  Collins,McGraw-Hill Science/Engineering/Math,9780073022659.0,2004.0,4.0,784.0
225443,162,431,Data Structures and the Java Collections Framework,William Collins,McGraw-Hill Higher Education,9780072823790,2004.0,4,784.0,Data Structures in Java: From Abstract Data Types to the Java Collections Framework,Simon Gray,Addison Wesley Publishing Company,9780321392794.0,2006.0,10.0,658.0
225469,162,469,Data Structures and the Java Collections Framework,William Collins,McGraw-Hill Higher Education,9780072823790,2004.0,4,784.0,Data Structures and the Java Collections Framework,William J.  Collins,John Wiley & Sons,9780470482674.0,2011.0,1.0,736.0
234673,169,387,Java 1.2 & Javascript for C/C++ Programmers,"Michael C. Daconta,Al Saganich,Eric Monk,Martin Snyder",Wiley,9780471183594,1998.0,2,704.0,Java for C/C++ Programmers,Michael C. Daconta,Wiley,9780471153245.0,1996.0,3.0,443.0
235359,169,1885,Java 1.2 & Javascript for C/C++ Programmers,"Michael C. Daconta,Al Saganich,Eric Monk,Martin Snyder",Wiley,9780471183594,1998.0,2,704.0,Java 1.2 and JavaScript for C and C++ Programmers,Eric Monk,Wiley,9780471183594.0,1998.0,2.0,704.0
237089,171,833,Java 2 From Scratch,"Steven Haines,Jesse Liberty",Que,9780789721730,1999.0,10,680.0,Xml And Java From Scratch,Nicholas Chase,Que,9780789724762.0,2001.0,3.0,400.0
241167,173,1510,Just Do It!: Stories from Spiritual Java,Kevin Dedmon,"Destiny Image, Inc.",9780768486674,2012.0,6,14.0,True Humility: Stories from Spiritual Java,Kris Vallotton,Destiny Image,,2012.0,6.0,5.0
242867,174,1103,Java 2 Weekend Crash Course with Cdrom,"Julio Sanchez,Maria P. Canton",Wiley,9780764547683,2000.0,12,0.0,Java 2 Weekend Crash Course [With CDROM],"Julio Sanchez,Maria P. Canton",John Wiley & Sons,9780764547683.0,2000.0,12.0,456.0
248019,177,280,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,"Kathy Sierra,Bert Bates,Marie-Cécile Baland",,9782841772766.0,,,
248039,177,373,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,SparkNotes,SparkCharts,9781586639167.0,2003.0,6.0,4.0
248058,177,447,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,BarCharts Inc.,Barcharts,9781572222113.0,1998.0,4.0,6.0
248230,177,935,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,Colin McCormack,,9780333791851.0,,,
248294,177,1134,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,"Donald Maclaine Campbell,Past and Present",Scholar's Choice,9781297462054.0,2015.0,2.0,702.0
248295,177,1135,Java,PALMER,Apress,9781861004222,2000.0,3,1248.0,Java,"Frank Carrano,Walter J. Savitch",,9780132366373.0,,,
252872,182,20,Data Abstraction and Problem Solving with Java,"Frank M. Carrano,Janet J. Prichard",Addison-Wesley,9780321364111,2006.0,1,912.0,Programming and Problem Solving with Java,"Nell B. Dale,Chip Weems",Jones & Bartlett Publishers,9780763734022.0,2007.0,4.0,838.0
253104,182,424,Data Abstraction and Problem Solving with Java,"Frank M. Carrano,Janet J. Prichard",Addison-Wesley,9780321364111,2006.0,1,912.0,Problem Solving with Java,"Elliot B. Koffman,Ursula Wolz",Addison Wesley Longman,9780201722147.0,2001.0,11.0,857.0
253138,182,478,Data Abstraction and Problem Solving with Java,"Frank M. Carrano,Janet J. Prichard",Addison-Wesley,9780321364111,2006.0,1,912.0,Programming and Problem Solving with Java,James M. Slack,Course Technology,9780534374860.0,1999.0,12.0,848.0
253195,182,601,Data Abstraction and Problem Solving with Java,"Frank M. Carrano,Janet J. Prichard",Addison-Wesley,9780321364111,2006.0,1,912.0,Data Abstraction & Problem Solving with Java: Walls and Mirrors,"Janet Prichard,Frank Carrano",Addison Wesley Longman,9780132122306.0,2010.0,10.0,935.0
254870,183,214,Objects First With Java: A Practical Introduction Using BlueJ / Edition 3,"David J. Barnes,Michael Kolling,Michael Kolling",Prentice Hall,9780131976290,2006.0,5,520.0,Objects First with Java: A Practical Introduction Using BlueJ,"David J. Barnes,Michael Kölling",Prentice Hall,9780131976290.0,2006.0,6.0,520.0
254976,183,382,Objects First With Java: A Practical Introduction Using BlueJ / Edition 3,"David J. Barnes,Michael Kolling,Michael Kolling",Prentice Hall,9780131976290,2006.0,5,520.0,Objects First with Java: A Practical Introduction Using Bluej.,D. Barnes,Pearson Education,9780132835541.0,2011.0,10.0,560.0
256834,184,337,Thinking in Java,Bruce Eckel,Prentice Hall Professional Technical Reference,9780136597230,1998.0,2,1098.0,Thinking in Java,Bruce Eckel,Prentice Hall,9780131872486.0,2006.0,2.0,1482.0
259163,185,1275,Data Structures In Java: A Laboratory Course / Edition 1,"Sandra Andersen,Roberge",Jones & Bartlett Learning,9780763718169,2001.0,11,432.0,Data Structures in Java: A Laboratory Course,"Sandra Andersen,Sandra Andersen",Jones & Bartlett Publishers,9780763718169.0,2001.0,11.0,407.0
261280,188,996,Beginning Java EE 6 with GlassFish 3,Antonio Goncalves,Apress,9781430228905,2010.0,8,536.0,Beginning Java EE 6 with GlassFish 3 (Expert's Voice in Java Technology),Antonio Goncalves,Apress,,2010.0,8.0,536.0
261444,188,1503,Beginning Java EE 6 with GlassFish 3,Antonio Goncalves,Apress,9781430228905,2010.0,8,536.0,Beginning Java EE 6 with GlassFish 3,Antonio Goncalvez,Apress L. P.,9781430228905.0,2010.0,7.0,0.0
262819,189,1185,Special Edition Using Java,Joseph Weber,Que,9780789709363,1996.0,10,1152.0,Special Edition Using Java,"Edward Toupin,Jerry Ablan",Que,9780789706041.0,1996.0,4.0,869.0
262825,189,1202,Special Edition Using Java,Joseph Weber,Que,9780789709363,1996.0,10,1152.0,Special Edition Using Java 2 Standard Edition,"Chuck Cavaness,Brian Keeton",Que,9780789724687.0,2000.0,12.0,1152.0
264198,190,201,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,An Introduction to Object-Oriented Programming with Java,C. Thomas Wu,McGraw-Hill Companies,9780072396843.0,2000.0,1.0,863.0
264359,190,465,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,An Introduction to Java Programming and Object-Oriented Application Development,Richard A.  Johnson,Cengage Learning,9780619217464.0,2006.0,2.0,784.0
264477,190,718,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,An Introduction to Programming and Object-Oriented Design Using Java,"Jaime Nino,Frederick A. Hosch",Wiley,9780471354895.0,2001.0,5.0,768.0
264487,190,742,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,Object-Oriented Programming with Java: An Introduction,David Barnes,Prentice Hall,9780130869005.0,2000.0,1.0,1028.0
264679,190,1142,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,An Introduction to Programming and Object-Oriented Design Using Java,"Jaime Nino,Frederick A. Hosch",John Wiley & Sons,9780470128718.0,2008.0,1.0,1009.0
264782,190,1365,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,An Introduction to Programming and Object-Oriented Design Using Java,"Jaime Nino,Frederick A. Hosch",Wiley,9780471712275.0,2004.0,10.0,976.0
264880,190,1622,Java 5.0 Program Design: An Introduction to Programming and Object-Oriented Design,"James P. Cohoon,Jack W. Davidson","McGraw-Hill Companies, The",9780072961133,2005.0,7,919.0,Java Methods: An Introduction to Object Oriented Programming,"Maria Litvin,Gary Litvin",Skylight Pub,9780965485371.0,2001.0,6.0,524.0
267374,192,609,MongoDB for Java Developers,Jack A Humphreys,CreateSpace Publishing,9781516946686,2015.0,8,108.0,Scala for Java Developers,Thomas Alexandre,Packt Publishing,9781783283637.0,2014.0,4.0,282.0
270699,194,692,Fundamentals of Java: Introductory / Edition 2,"Ken Lambert,Martin Osborne",Cengage Learning,9780619059743,2002.0,7,648.0,Fundamentals of Java: Introductory,"Kenneth A. Lambert,Martin Osborne",Cengage Learning,9780619059712.0,2002.0,5.0,648.0
273716,197,184,Java 8 Lambdas: Pragmatic Functional Programming,Richard Warburton,"O'Reilly Media, Incorporated",9781449370770,2014.0,4,182.0,Java 8 Lambdas: Pragmatic Functional Programming,Richard Warburton,O'Reilly Media,9781449370770.0,2014.0,4.0,182.0
275024,198,481,Jasperreports 3.5 For Java Developers,David Heffelfinger,Packt Publishing,9781847198082,2009.0,8,368.0,Jasperreports: Reporting for Java Developers,David Heffelfinger,Packt Publishing,9781904811909.0,2006.0,7.0,344.0
275099,198,688,Jasperreports 3.5 For Java Developers,David Heffelfinger,Packt Publishing,9781847198082,2009.0,8,368.0,Jasperreports 3.5 for Java Developers,David Heffelfinger,Packt Publishing,9781847198082.0,2009.0,8.0,368.0
275132,198,769,Jasperreports 3.5 For Java Developers,David Heffelfinger,Packt Publishing,9781847198082,2009.0,8,368.0,Jasperreports 3.5 for Java Developers,David R. Heffelfinger,Packt Publishing,9781847198099.0,2009.0,8.0,369.0
275169,198,883,Jasperreports 3.5 For Java Developers,David Heffelfinger,Packt Publishing,9781847198082,2009.0,8,368.0,Pentaho Reporting 3.5 For Java Developers,Will Gorman,Packt Publishing,9781847193193.0,2009.0,7.0,384.0
281419,202,920,Java 7 Recipes: A Problem-Solution Approach,"Josh Juneau,Mark Beaty,Carl Dea,Freddy Guime,John OConner",Apress,9781430240563,2012.0,2,872.0,Java Ee 7 Recipes: A Problem-Solution Approach,Josh Juneau,Apress,9781430244257.0,2013.0,5.0,748.0
281509,202,1203,Java 7 Recipes: A Problem-Solution Approach,"Josh Juneau,Mark Beaty,Carl Dea,Freddy Guime,John OConner",Apress,9781430240563,2012.0,2,872.0,Java 7 Recipes: A Problem-Solution Approach,"Josh Juneau,Mark Beaty,Carl Dea,Freddy Guime,John O'Conner",Apress,9781430240563.0,2011.0,12.0,872.0
283797,204,322,Java Performance / Edition 1,"Charlie Hunt,Binu John,David Dagastine",Addison-Wesley,9780137142521,2011.0,10,720.0,Java Performance,"Charlie Hunt,Binu John",,,,,720.0
285605,205,203,Java Enterprise in a Nutshell,"Jim Farley,William Crawford,John G. Norman,Justin Gehtland,Prakash Malani","O'Reilly Media, Incorporated",9780596101428,2006.0,3,896.0,Java Enterprise in a Nutshell,"Jim Farley,William Crawford,Prakash Malani,Justin Gehtland,John G. Norman",O'Reilly Media,9780596101428.0,2005.0,12.0,896.0
285686,205,333,Java Enterprise in a Nutshell,"Jim Farley,William Crawford,John G. Norman,Justin Gehtland,Prakash Malani","O'Reilly Media, Incorporated",9780596101428,2006.0,3,896.0,Java in a Nutshell,David Flanagan,O'Reilly Media,9780596007737.0,2005.0,3.0,1224.0
289310,207,99,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,The Java(tm) Virtual Machine Specification,"Tim Lindholm,Frank Yellin",Addison-Wesley Professional,9780201432947.0,1999.0,4.0,496.0
289520,207,445,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,The Java Virtual Machine Specification (Java),"Frank Yellin,Gilad Bracha",,9780321246882.0,,,
289731,207,895,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,The Java Virtual Machine Specification,"Tim Lindholm,Frank Yellin",Addison Wesley Publishing Company,9780201634525.0,1996.0,9.0,475.0
289743,207,917,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,"The Java Virtual Machine Specification, Java SE 7 Edition","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Prentice Hall,9780133260441.0,2013.0,1.0,608.0
289744,207,918,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,"The Java Virtual Machine Specification, Java Se 8 Edition","Tim Lindholm,Frank Yellin,Gilad Bracha",Addison-Wesley Professional,9780133922721.0,2014.0,5.0,600.0
289805,207,1065,"The Java Virtual Machine Specification, Java SE 8 Edition / Edition 1","Tim Lindholm,Frank Yellin,Gilad Bracha,Alex Buckley",Addison-Wesley,9780133905908,2014.0,5,648.0,"The Java Virtual Machine Specification, Java Se 7 Edition","Tim Lindholm,Frank Yellin,Gilad Bracha",Addison-Wesley Professional,9780133260465.0,2013.0,2.0,608.0
291170,208,115,Continuous Enterprise Development in Java,"Andrew Lee Rubinger,Aslak Knutsen","O'Reilly Media, Incorporated",9781449328290,2014.0,4,256.0,Continuous Enterprise Development in Java,"Andrew Lee Rubinger,Dan Allen,Aslak Knutsen",O'Reilly Media,9781449328290.0,2014.0,3.0,241.0
294533,211,1891,Programming Fundamentals Using Java: A Game Application Approach,"William McAllister,S. Jane Fritz",Mercury Learning and Information,9781938549762,2014.0,10,733.0,Programming Fundamentals Using Java: A Game Application Approach,"William Mcallister,Sister Jane Fritz",Mercury Learning & Information,9781938549762.0,2014.0,9.0,733.0
295171,212,6,Core Java Volume I--Fundamentals / Edition 9,"Cay S. Horstmann,Gary Cornell",Prentice Hall,9780137081899,2012.0,12,1008.0,"Core Java 2, Volume I--Fundamentals (Core Series)","Cay S. Horstmann,Gary Cornell",Prentice Hall,9780131482029.0,2004.0,8.0,784.0
297058,213,30,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java,"Ivor Horton,Chris Ullman,Timothy Briggs,Simon Gilks,Anthea Elston,Ron Phillips,William Bilow,Kerry Hammil",Apress,9781861000279.0,1997.0,6.0,1039.0
297066,213,60,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java EE 5,"James L.  Weaver,Kevin Mukhar,Chris Zelenak",Apress,9781590594704.0,2007.0,10.0,641.0
297072,213,82,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java 7,Jeff Friesen,Apress,9781430239093.0,2011.0,11.0,920.0
297162,213,446,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java 2,Ivor Horton,Wrox Press,9781861002235.0,1999.0,2.0,1136.0
297185,213,525,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java Objects,Jacquie Barker,Wrox Press,9781861004178.0,2000.0,1.0,665.0
297242,213,678,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java Databases,"Kevin Mukhar,John  Carnell",Wrox Press,9781861004376.0,2001.0,8.0,973.0
297620,213,1806,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java and Flex,Filippo di Pisa,Apress,9781430223863.0,2009.0,12.0,437.0
297626,213,1816,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java Networking,"Chad Darby,William Wright",Wrox Press,9781861005601.0,2001.0,9.0,848.0
298193,213,3526,Beginning Java 7,Jeff Friesen,Apress,9781430239093,2011.0,11,920.0,Beginning Java Databases,M. Jarvis,Wrox Press,9781861004123.0,2001.0,3.0,
300225,215,211,Java EE 7 Essentials,Arun Gupta,"O'Reilly Media, Incorporated",9781449370176,2013.0,8,362.0,Java EE 7 Essentials,Arun Gupta,O'Reilly Media,9781449370176.0,2013.0,9.0,362.0
303456,217,289,Java Threads,"Scott Oaks,Henry Wong","O'Reilly Media, Incorporated",9780596007829,2004.0,9,362.0,Java Threads,"Scott Oaks,Henry Wong",O'Reilly Media,9780596007829.0,2004.0,9.0,340.0
305266,218,164,Java Phrasebook,Timothy R. Fisher,Sams,9780672329074,2006.0,11,224.0,Java Phrasebook,Timothy R. Fisher,Sams,9780672329074.0,2006.0,11.0,211.0
310265,221,313,The Well-Grounded Java Developer: Vital Techniques of Java 7 and Polyglot Programming,"Benjamin J Evans,Martijn Verburg",Manning Publications Company,9781617290060,2012.0,7,496.0,The Well-Grounded Java Developer: Vital techniques of Java 7 and polyglot programming,"Benjamin J. Evans,Martijn Verburg",Manning Publications,9781617290060.0,2012.0,7.0,462.0
311492,222,280,Java,John Comp Latham,College Publications,9781848900257,2010.0,12,660.0,Java,"Kathy Sierra,Bert Bates,Marie-Cécile Baland",,9782841772766.0,,,
311512,222,373,Java,John Comp Latham,College Publications,9781848900257,2010.0,12,660.0,Java,SparkNotes,SparkCharts,9781586639167.0,2003.0,6.0,4.0
311531,222,447,Java,John Comp Latham,College Publications,9781848900257,2010.0,12,660.0,Java,BarCharts Inc.,Barcharts,9781572222113.0,1998.0,4.0,6.0
311703,222,935,Java,John Comp Latham,College Publications,9781848900257,2010.0,12,660.0,Java,Colin McCormack,,9780333791851.0,,,
311767,222,1134,Java,John Comp Latham,College Publications,9781848900257,2010.0,12,660.0,Java,"Donald Maclaine Campbell,Past and Present",Scholar's Choice,9781297462054.0,2015.0,2.0,702.0
