ltable_title,ltable_authors,ltable_publisher,ltable_ISBN13,ltable_publishedYear,ltable_publishedMonth,ltable_pages,rtable_title,rtable_authors,rtable_publisher,rtable_ISBN13,rtable_publishedYear,rtable_publishedMonth,rtable_pages
"Java: The Ultimate Guide to Learn Java and SQL Programming (Programming, Java, Database, Java for dummies, coding books, java programming)","Peter Hoffman,Stephen Hoffman",CreateSpace Publishing,9.78152E+12,2016,2,84,"Java: The Ultimate Guide to Learn Java Programming Fast (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Java for dummies,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,1,46
"Java: The Ultimate Guide to Learn Java and SQL Programming (Programming, Java, Database, Java for dummies, coding books, java programming)","Peter Hoffman,Stephen Hoffman",CreateSpace Publishing,9.78152E+12,2016,2,84,"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,2,100
Java By Dissection,"Charlie Mcdowell,Ira Pohl",Lulu.com,9.78141E+12,2006,8,468,Java by Dissection,"Ira Pohl,Charlie McDowell",Lulu.com,9.78141E+12,2006,8,453
Simply Java Programming: An Application-Driven Tutorial Approach / Edition 1,"Harvey M. Deitel,Paul J. Deitel",Pearson,9.78013E+12,2003,7,1300,Simply Java Programming: An Application-Driven Tutorial Approach,Paul J. Deitel,Pearson,9.78013E+12,2003,8,1300
Java Web Programming With Eclipse,"David A Turner Phd,Jinseok Chae",CreateSpace Publishing,9.78145E+12,2010,11,300,Java Web Programming with Eclipse,"David A. Turner,Jinseok Chae",Createspace,9.78145E+12,2010,11,300
Java WebSocket Programming,Dr. Danny Coward,McGraw-Hill Professional Publishing,9.78007E+12,2013,9,256,Java Websocket Programming,Danny Coward,McGraw-Hill Education,9.78007E+12,2013,10,256
Java 2 Programmer's Reference,"Herbert Schildt,Joe O'Neil,Herb Schildt","McGraw-Hill Companies, The",9.78007E+12,2000,1,464,Java 2 Programmer's Reference,"Herbert Schildt,Joe O'Neil",McGraw-Hill Companies,9.78007E+12,2000,1,447
OCA Java SE 7 Programmer I Study Guide (Exam 1Z0-803),"Robert Liguori,Edward Finegan",McGraw-Hill Education,9.78007E+12,2012,9,576,Oca Java Se 7 Programmer I Study Guide (Exam 1z0-803),"Robert Liguori,Edward Finegan",McGraw-Hill Education,9.78007E+12,2012,9,576
OCA Java SE 7 Programmer I Study Guide (Exam 1Z0-803),"Robert Liguori,Edward Finegan",McGraw-Hill Education,9.78007E+12,2012,9,576,Oca Java Se 7 Programmer I Study Guide (Exam 1z0-803),"Robert Liguori,Edward Finegan",McGraw-Hill/Osborne Media,9.78007E+12,2012,10,576
Test Driven: Practical TDD and Acceptance TDD for Java Developers,Lasse Koskela,Manning Publications Company,9.78193E+12,2007,10,470,Test Driven: Practical TDD and Acceptance TDD for Java Developers,Lasse Koskela,Manning Publications,9.78193E+12,2007,10,513
Java EE 7: The Big Picture,Dr. Danny Coward,McGraw-Hill Professional Publishing,9.78007E+12,2014,10,512,Java EE 7: The Big Picture,Danny Coward,McGraw-Hill/Osborne Media,9.78007E+12,2014,10,486
Client-Server Web Apps with JavaScript and Java,Casimir Saternos,"O'Reilly Media, Incorporated",9.78145E+12,2014,4,260,Client-Server Web Apps with JavaScript and Java,Casimir Saternos,O'Reilly Media,9.78145E+12,2014,4,350
Java 7 Pocket Guide / Edition 2,"Robert Liguori,Patricia Liguori","O'Reilly Media, Incorporated",9.78145E+12,2013,7,199,Java 7 Pocket Guide,"Robert Liguori,Patricia Liguori",O'Reilly Media,9.78145E+12,2013,7,216
Rimbaud in Java: The Lost Voyage,Jamie James,"Didier Millet,Csi",9.78981E+12,2011,10,136,Rimbaud in Java: The Lost Voyage,Jamie James,Editions Didier Millet,9.78981E+12,2011,10,128
Java Coding Guidelines: 75 Recommendations for Reliable and Secure Programs / Edition 1,"Fred Long,Dhruv Mohindra,Robert C. Seacord,Dean F. Sutherland,David Svoboda",Addison-Wesley,9.78032E+12,2013,9,304,Java Coding Guidelines: 75 Recommendations for Reliable and Secure Programs,"Fred Long,Dhruv Mohindra,Robert C. Seacord,Dean F. Sutherland,David Svoboda",Addison-Wesley Professional,9.78032E+12,2013,9,304
Beginning Java SE 6 Game Programming / Edition 3,Jonathan S. Harbour,Cengage Learning,9.78144E+12,2011,1,400,Beginning Java SE 6 Game Programming,Jonathan S. Harbour,Course Technology,9.78144E+12,2011,1,369
Mastering Lambdas: Java Programming in a Multicore World,Maurice Naftalin,McGraw-Hill Professional Publishing,9.78007E+12,2014,10,208,Mastering Lambdas: Java Programming in a Multicore World,Maurice Naftalin,McGraw-Hill/Osborne Media,9.78007E+12,2014,10,185
Sams Teach Yourself Java in 21 Days (Covering Java 7 and Android),Rogers Cadenhead,Sams,9.78067E+12,2012,9,720,Sams Teach Yourself Java in 21 Days (Covering Java 7 and Android),Rogers Cadenhead,Sams Publishing,9.78067E+12,2012,8,720
Learn to Program with Minecraft Plugins: Create Flaming Cows in Java Using CanaryMod,Andy Hunt,"Pragmatic Programmers, LLC, The",9.78194E+12,2014,11,285,Learn to Program with Minecraft Plugins: Create Flying Creepers and Flaming Cows in Java,Andy Hunt,The Pragmatic Bookshelf,9.78194E+12,2014,3,200
Java Concepts: Early Objects / Edition 7,Cay S. Horstmann,Wiley,9.78112E+12,2012,12,704,Java Concepts: Early Objects,Cay S. Horstmann,John Wiley & Sons,9.78112E+12,2012,12,704
Teach Yourself Java / Edition 1,Joseph O'Neil,McGraw-Hill Professional Publishing,9.78008E+12,1998,10,707,Teach Yourself Java,Joe O'Neil,McGraw-Hill Education,9.78008E+12,1998,10,707
Java eLearning Kit For Dummies,John Paul Mueller,Wiley,9.78112E+12,2014,4,448,Java Elearning Kit for Dummies,John Paul Mueller,For Dummies,9.78112E+12,2014,4,448
Programming Neural Networks with Encog3 in Java,Jeff Heaton,Heaton Research,9.7816E+12,2011,10,242,Programming Neural Networks with Encog 2 in Java,Jeff Heaton,"Heaton Research, Inc.",9.7816E+12,2010,3,480
Java Demystified / Edition 1,"Jim Keogh,Wendy Rinaldi",McGraw-Hill Professional Publishing,9.78007E+12,2004,4,352,Java Demystified,"Jim Keogh,Wendy Rinaldi",McGraw-Hill Companies,9.78007E+12,2004,5,333
"OCM Java EE 6 Enterprise Architect Exam Guide (Exams 1Z0-807, 1Z0-865 & 1Z0-866) / Edition 3","Paul Allen,Joseph Bambara",McGraw-Hill Professional Publishing,9.78007E+12,2014,8,672,"Ocm Java Ee 6 Enterprise Architect Exam Guide (Exams 1z0-807, 1z0-865 & 1z0-866)","Paul Allen,Joseph J. Bambara",McGraw-Hill/Osborne Media,9.78007E+12,2014,8,672
Sams Teach Yourself Java in 24 Hours (Covering Java 7 and Android),Rogers Cadenhead,Pearson Education,9.78013E+12,2011,10,432,Sams Teach Yourself Java in 21 Days (Covering Java 7 and Android),Rogers Cadenhead,Sams Publishing,9.78067E+12,2012,8,720
SCJP Sun Certified Programmer for Java 6 Study Guide: Exam 310-065,Kathy Sierra,McGraw-Hill Education,9.78007E+12,2008,6,851,SCJP Sun Certified Programmer for Java 6 Study Guide,"Kathy Sierra,Bert Bates",McGraw-Hill,9.78007E+12,2008,6,851
SCJP Sun Certified Programmer for Java 6 Study Guide: Exam 310-065,Kathy Sierra,McGraw-Hill Education,9.78007E+12,2008,6,851,Scjp Sun Certified Programmer for Java 6 Study Guide: Exam 310-065,"Katherine Sierra,Bert Bates",McGraw-Hill Education,9.78007E+12,2008,6,851
Concurrent Programming in Java: Design Principles and Pattern / Edition 2,Doug Lea,Addison-Wesley,9.7802E+12,1999,10,432,Concurrent Programming in Java: Design Principles and Pattern,Doug Lea,Addison-Wesley Professional,9.7802E+12,1999,11,432
"Building Maintainable Software, Java Edition: Ten Guidelines for Future-Proof Code","Joost Visser,Sylvan Rigal,Rob van der Leek,Pascal van Eck,Gijs Wijnholds","O'Reilly Media, Incorporated",9.78149E+12,2016,2,168,"Building Maintainable Software, Java Edition: Ten Guidelines for Future-Proof Code","Joost Visser,Sylvan Rigal,Rob Van Der Leek",O'Reilly Media,9.78149E+12,2016,1,168
Walking in the Supernatural: Another Cup of Spiritual Java,"Beni Johnson,Bill Johnson,Eric Johnson,Danny Silk,Kevin Dedmon","Destiny Image, Inc.",9.78077E+12,2012,1,208,Walking in the Supernatural: Another Cup of Spiritual Java,"Bill Johnson,Beni Johnson,Eric Johnson,Danny Silk,Kevin Dedmon,Banning Liebscher,Judy Franklin,Chris Overstreet,Paul Manwaring",Destiny Image,9.78077E+12,2012,1,208
Java Message Service,"Mark Richards,Richard Monson-Haefel,David A Chappell","O'Reilly Media, Incorporated",9.7806E+12,2009,6,305,Java Message Service,"Mark Richards,Richard Monson-Haefel,David Chappell,David A. Chappell",O'Reilly Media,9.7806E+12,2009,6,330
OCP Java SE 7 Programmer II Certification Guide: Prepare for the 1ZO-804 exam,Mala Gupta,Manning Publications Company,9.78162E+12,2015,8,832,OCP Java SE 7 Programmer II Certification Guide: Prepare for the 1ZO-804 Exam,Mala Gupta,Manning Publications,9.78162E+12,2015,9,832
OCA Java SE 7 Programmer I Certification Guide: Prepare for the 1ZO-803 exam,Mala Gupta,Manning Publications Company,9.78162E+12,2013,3,560,OCA Java SE 7 Programmer I Certification Guide,Mala Gupta,Manning Publications,9.78162E+12,2013,4,560
Programming Android: Java Programming for the New Generation of Mobile Devices,"Zigurd Mednieks,Laird Dornin,G. Blake Meike,Masumi Nakamura","O'Reilly Media, Incorporated",9.78145E+12,2012,10,566,Programming Android: Java Programming for the New Generation of Mobile Devices,"Zigurd Mednieks,Laird Dornin,G. Blake Meike,Masumi Nakamura",O'Reilly Media,9.78145E+12,2012,10,566
Introduction to Programming Using Java,David Eck,University Press of Florida,9.78162E+12,2009,9,692,Programming: Introduction to Programming Using Java,David J. Eck,Createspace,9.78144E+12,2009,3,683
Introduction to Programming Using Java,David Eck,University Press of Florida,9.78162E+12,2009,9,692,Introduction to Programming Using Java,David Eck,Orange Grove Texts Plus,9.78162E+12,2009,9,690
Java Programming / Edition 1,Poornachandra Sarang,McGraw-Hill Professional Publishing,9.78007E+12,2012,2,672,Java Programming,"Poornachandra Sarang,Sarang Poornachandra",McGraw-Hill/Osborne Media,9.78007E+12,2012,2,642
Learning Android: Develop Mobile Apps using Java and Eclipse / Edition 2,"Marko Gargenta,Masumi Nakamura","O'Reilly Media, Incorporated",9.78145E+12,2014,2,286,Learning Android: Develop Mobile Apps using Java and Eclipse,"Marko Gargenta,Masumi Nakamura",O'Reilly Media,9.78145E+12,2014,2,288
Murach's Java Servlets and JSP / Edition 2,"Joel Murach,Andrea Steelman",Mike Murach & Associates Inc,9.78189E+12,2008,1,729,Murach's Java Servlets and JSP,"Joel Murach,Andrea Steelman",Mike Murach & Associates,9.78189E+12,2008,2,729
Java and XML,"Brett McLaughlin,Justin Edelson","O'Reilly Media, Incorporated",9.7806E+12,2006,12,482,Java & XML,"Brett McLaughlin,Justin Edelson",O'Reilly Media,9.7806E+12,2006,12,465
"Introduction To Neural Networks For Java, Second Edition",Jeff Heaton,Heaton Research,9.7816E+12,2008,9,440,Introduction to Neural Networks for Java,Jeff Heaton,"Heaton Research, Inc.",9.7816E+12,2008,9,440
Java Extreme Programming Cookbook,"Eric M. Burke,Brian M. Coyner","O'Reilly Media, Incorporated",9.7806E+12,2003,3,288,Java Extreme Programming Cookbook,"Eric M. Burke,Brian M. Coyner",O'Reilly Media,9.7806E+12,2003,3,288
Data Structures Outside-In with Java / Edition 1,Sesh Venugopal,Pearson,9.78013E+12,2006,11,584,Data Structures Outside in with Java,Sesh Venugopal,Prentice Hall,9.78013E+12,2006,11,491
Data Structures And Algorithms Using Java,William McAllister,Jones & Bartlett Learning,9.78076E+12,2008,12,580,Data Structures & Algorithms Using Java,William Mcallister,Jones & Bartlett Publishers,9.78076E+12,2008,12,598
The Java EE 7 Tutorial: Volume 2 / Edition 5,"Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley,9.78032E+12,2014,5,720,"The Java EE 7 Tutorial, Volume 1","Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley Professional,9.78032E+12,2014,5,641
The Java EE 7 Tutorial: Volume 2 / Edition 5,"Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley,9.78032E+12,2014,5,720,"The Java EE 7 Tutorial, Volume 2","Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa,Ricardo Cervera-Navarro,William Markito",Addison-Wesley Professional,9.78032E+12,2014,5,628
The Java EE 7 Tutorial: Volume 1 / Edition 5,"Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley,9.78032E+12,2014,5,696,"The Java EE 7 Tutorial, Volume 1","Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley Professional,9.78032E+12,2014,5,641
The Java EE 7 Tutorial: Volume 1 / Edition 5,"Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa",Addison-Wesley,9.78032E+12,2014,5,696,"The Java EE 7 Tutorial, Volume 2","Eric Jendrock,Ian Evans,Devika Gollapudi,Kim Haase,Chinmayee Srivathsa,Ricardo Cervera-Navarro,William Markito",Addison-Wesley Professional,9.78032E+12,2014,5,628
Blue Pelican Java,Charles E. Cook,Virtualbookworm.com,9.78159E+12,2005,7,542,Blue Pelican Java,Charles Cook,Virtualbookworm.com Publishing,9.78159E+12,2005,7,542
"Data Structures and Algorithm Analysis in Java, 3rd Edition",Clifford A. Shaffer,Dover Publications,9.78049E+12,2011,9,608,Data Structures and Algorithm Analysis in Java,Clifford A. Shaffer,Dover Publications,9.78049E+12,2011,9,608
Java For Dummies Quick Reference,Doug Lowe,Wiley,9.78112E+12,2012,6,288,Java for Dummies Quick Reference,Doug Lowe,For Dummies,9.78112E+12,2012,6,276
Java Programming Interviews Exposed,Noel Markham,Wiley,9.78112E+12,2014,2,384,Java Programming Interviews Exposed,Noel Markham,Wrox Press,9.78112E+12,2014,2,368
"Java in 24 Hours, Sams Teach Yourself (Covering Java 8) Barnes & Noble Exclusive Edition / Edition 7",Rogers Cadenhead,Sams,9.78067E+12,2014,5,490,"Java in 24 Hours, Sams Teach Yourself (Covering Java 8)",Rogers Cadenhead,Sams,9.78067E+12,2014,5,448
Java 7 for Absolute Beginners,Jay Bryant,Apress,9.78143E+12,2011,12,320,Java 7 for Absolute Beginners,Jay Bryant,Apress,9.78143E+12,2011,12,320
"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for dummies, coding books, java programming)","Peter Hoffman,Stephen Hoffman,java programming",CreateSpace Publishing,9.78152E+12,2016,2,100,"Java: The Ultimate Guide to Learn Java and SQL Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman",Createspace Independent Publishing Platform,9.78152E+12,2016,2,84
"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for dummies, coding books, java programming)","Peter Hoffman,Stephen Hoffman,java programming",CreateSpace Publishing,9.78152E+12,2016,2,100,"Java: The Ultimate Guide to Learn Java Programming Fast (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Java for dummies,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,1,46
"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for dummies, coding books, java programming)","Peter Hoffman,Stephen Hoffman,java programming",CreateSpace Publishing,9.78152E+12,2016,2,100,"Java: The Ultimate Guide to Learn Java and Python Programming (Programming, Java, Database, Java for Dummies, Coding Books, Java Programming)","Peter Hoffman,Stephen Hoffman,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,2,100
Operating System Concepts with Java / Edition 8,"Abraham Silberschatz,Peter B. Galvin,Greg Gagne",Wiley,9.78047E+12,2009,11,1040,Operating System Concepts with Java,"Abraham Silberschatz,Peter Baer Galvin,Greg Gagne",John Wiley & Sons,9.78047E+12,2009,11,1020
Professional Java for Web Applications / Edition 1,Nicholas S. Williams,Wiley,9.78112E+12,2014,3,936,Professional Java for Web Applications,Nick Williams,Wrox Press,9.78112E+12,2014,3,900
OCA/OCP Java SE 7 Programmer I & II Study Guide (Exams 1Z0-803 & 1Z0-804),"Kathy Sierra,Bert Bates",McGraw-Hill Education,9.78007E+12,2014,10,888,OCA/OCP Java SE 7 Programmer I & II Study Guide (Exams 1Z0-803 & 1Z0-804) (Certification Press),"Kathy Sierra,Bert Bates",McGraw-Hill Education,,2014,10,888
Java SE8 for Programmers / Edition 3,"Paul Deitel,Harvey Deitel",Prentice Hall,9.78013E+12,2014,4,1104,Java SE8 for Programmers,"Paul J. Deitel,Harvey M. Deitel",Prentice Hall,9.78013E+12,2014,4,1043
Beginning Java Programming: The Object-Oriented Approach / Edition 1,"Bart Baesens,Aimee Backiel,Seppe vanden Broucke",Wiley,9.78112E+12,2015,3,672,Beginning Java Programming: The Object-Oriented Approach,Deepak Vohra,Wrox Press,9.78112E+12,2015,3,672
Objects First with Java: A Practical Introduction Using BlueJ / Edition 5,"David J. Barnes,Michael Kolling",Pearson,9.78013E+12,2011,12,560,Objects First with Java: A Practical Introduction Using Bluej.,D. Barnes,Pearson Education,9.78013E+12,2011,10,560
The Perfect Wreck - Old Ironsides And Hms Java,Steven E. Maffeo,Fireship Press,9.78161E+12,2011,5,382,The Perfect Wreck - Old Ironsides and HMS Java: A Story of 1812,Steven E. Maffeo,Fireship Press,9.78161E+12,2011,5,382
Java Performance: The Definitive Guide,Scott Oaks,"O'Reilly Media, Incorporated",9.78145E+12,2014,5,426,Java Performance: The Definitive Guide,Scott Oaks,O'Reilly Media,9.78145E+12,2014,5,500
Data Structures: Abstraction and Design Using Java / Edition 2,Elliot B. Koffman,Wiley,9.78047E+12,2010,1,832,Data Structures: Abstraction and Design Using Java,"Elliot B. Koffman,Paul A.T. Wolfgang",John Wiley & Sons,9.78047E+12,2010,1,803
"Java: The Ultimate Guide to Learn Java Programming and Computer Hacking (java for beginners, java for dummies, java apps, hacking)","Peter Hoffman,Matt Benton,java programming",CreateSpace Publishing,9.78152E+12,2016,3,74,"Java: The Ultimate Guide to Learn Java Programming and Computer Hacking (Java for Beginners, Java for Dummies, Java Apps, Hacking)","Peter Hoffman,Matt Benton,Java Programming",Createspace Independent Publishing Platform,9.78152E+12,2016,3,74
Java 8 Pocket Guide,"Robert Liguori,Patricia Liguori","O'Reilly Media, Incorporated",9.78149E+12,2014,5,242,Java 8 Pocket Guide,"Robert Liguori,Patricia Liguori",O'Reilly Media,9.78149E+12,2014,4,223
Java 8 Pocket Guide,"Robert Liguori,Patricia Liguori","O'Reilly Media, Incorporated",9.78149E+12,2014,5,242,Java 7 Pocket Guide,"Robert Liguori,Patricia Liguori",O'Reilly Media,9.78145E+12,2013,7,216
Pragmatic Unit Testing in Java 8 with JUnit,"Jeff Langr,Andy Hunt,Dave Thomas","Pragmatic Programmers, LLC, The",9.78194E+12,2015,3,200,Pragmatic Unit Testing in Java 8 with Junit,"Jeff Langr,Andy Hunt,Dave Thomas",Pragmatic Bookshelf,9.78194E+12,2015,3,200
